# time	signal	sigma
-4.014749926122341968e-06	6.941637778918894404e-05	1.874857930070311955e-03
-4.012749926178905831e-06	6.732858454726529094e-05	1.874186810146981526e-03
-4.010749926235469694e-06	6.421027539818289294e-05	1.873636433507044853e-03
-4.008749926292033557e-06	6.123096205007161385e-05	1.872489947259272725e-03
-4.006749926348597420e-06	6.033163913999243881e-05	1.871627555154857904e-03
-4.004749926405161283e-06	5.739061925566141579e-05	1.868862718641264116e-03
-4.002749926461725146e-06	5.481752912375090464e-05	1.865254389473175282e-03
-4.000749926518289009e-06	5.487394448246889298e-05	1.864438008571222237e-03
-3.998749926574852872e-06	5.395790845882387219e-05	1.862807992949689012e-03
-3.996749926631416735e-06	5.382246296393539088e-05	1.863046676626857554e-03
-3.994749926687980598e-06	5.405747726190875959e-05	1.862661051760912661e-03
-3.992749926744544461e-06	5.596278318144579306e-05	1.867110559179787927e-03
-3.990749926801108323e-06	5.472584595947024215e-05	1.867279743311593167e-03
-3.988749926857672186e-06	5.376726430245507319e-05	1.868416783766443153e-03
-3.986749926914236049e-06	5.134068752990073438e-05	1.869235966121145448e-03
-3.984749926970799912e-06	5.129932746937965443e-05	1.876598698157244845e-03
-3.982749927027363775e-06	5.272640294322156424e-05	1.880708369408323841e-03
-3.980749927083927638e-06	5.278768547725824257e-05	1.883742399007911012e-03
-3.978749927140491501e-06	5.530904667896311235e-05	1.885005063645730974e-03
-3.976749927197055364e-06	5.614519933323222417e-05	1.886234248822284913e-03
-3.974749927253619227e-06	5.616877170825054669e-05	1.884380003053053206e-03
-3.972749927310183090e-06	6.007408613803753373e-05	1.882273206233435340e-03
-3.970749927366746953e-06	6.296470116634287110e-05	1.879194305170177152e-03
-3.968749927423310816e-06	6.727137648951827230e-05	1.876144921562427877e-03
-3.966749927479874679e-06	7.098384651945393458e-05	1.871025313515141918e-03
-3.964749927536438541e-06	7.547894899754837563e-05	1.867707578020435686e-03
-3.962749927593002404e-06	7.931158409415607158e-05	1.864121261751986022e-03
-3.960749927649566267e-06	8.443099148067025950e-05	1.864632443927834995e-03
-3.958749927706130130e-06	9.171645620161976214e-05	1.869568651650880880e-03
-3.956749927762693993e-06	9.339120147066882994e-05	1.871546549869359437e-03
-3.954749927819257856e-06	9.464320485042956941e-05	1.874231682580391588e-03
-3.952749927875821719e-06	9.886179562173624639e-05	1.890047724870783140e-03
-3.950749927932385582e-06	1.008501185993462574e-04	1.892644823687532644e-03
-3.948749927988949445e-06	1.014845991924677167e-04	1.901943039498999680e-03
-3.946749928045513308e-06	1.025975718906962242e-04	1.905184537631782931e-03
-3.944749928102077171e-06	1.027252466469629887e-04	1.910066750850887953e-03
-3.942749928158641034e-06	1.029036633923367241e-04	1.910847819566110963e-03
-3.940749928215204897e-06	1.031072566514022932e-04	1.910662756508262755e-03
-3.938749928271768760e-06	1.061337590448615598e-04	1.908296812869201501e-03
-3.936749928328332622e-06	1.079415852177954631e-04	1.905966545697042715e-03
-3.934749928384896485e-06	1.090355123657784823e-04	1.904288807391207134e-03
-3.932749928441460348e-06	1.101847140049424243e-04	1.904265314532997775e-03
-3.930749928498024211e-06	1.120065647056228507e-04	1.903357840305051072e-03
-3.928749928554588074e-06	1.140718047533535685e-04	1.905222761687278389e-03
-3.926749928611151937e-06	1.135520182720804359e-04	1.906629690263398269e-03
-3.924749928667715800e-06	1.129084670440364717e-04	1.908608017382359663e-03
-3.922749928724279663e-06	1.126236613941787460e-04	1.908233708193799241e-03
-3.920749928780843526e-06	1.109531667171284716e-04	1.906154573174291414e-03
-3.918749928837407389e-06	1.088947094855441855e-04	1.904495191604198192e-03
-3.916749928893971252e-06	1.078727358473678070e-04	1.902270888416085232e-03
-3.914749928950535115e-06	1.059540478159820315e-04	1.899827766899240275e-03
-3.912749929007098978e-06	1.051622237627842962e-04	1.899968823794596700e-03
-3.910749929063662841e-06	1.058530149578067669e-04	1.900839311420506874e-03
-3.908749929120226703e-06	1.070903229850628279e-04	1.904265051972309740e-03
-3.906749929176790566e-06	1.059454253116969696e-04	1.904938445750603863e-03
-3.904749929233354429e-06	1.061746002260887382e-04	1.906904961214153909e-03
-3.902749929289918292e-06	1.044421470041985959e-04	1.906857519403951139e-03
-3.900749929346482155e-06	1.029911409469295330e-04	1.906333321449517467e-03
-3.898749929403046018e-06	1.004517430467593393e-04	1.906820824811502561e-03
-3.896749929459609881e-06	9.987948616289584001e-05	1.906159741722679738e-03
-3.894749929516173744e-06	1.020639450170972518e-04	1.904967806135905240e-03
-3.892749929572737607e-06	1.011966790783790440e-04	1.904021457384934496e-03
-3.890749929629301470e-06	9.986059060782086487e-05	1.901625021557716653e-03
-3.888749929685865333e-06	1.010456862801133914e-04	1.899039806991599999e-03
-3.886749929742429196e-06	1.033488146672488495e-04	1.897376535620536736e-03
-3.884749929798993059e-06	1.071284392541262852e-04	1.896522075716489163e-03
-3.882749929855556921e-06	1.090433593222945403e-04	1.896289271753397133e-03
-3.880749929912120784e-06	1.095202823927664466e-04	1.896664048094511175e-03
-3.878749929968684647e-06	1.096107316471284644e-04	1.898869556522274089e-03
-3.876749930025248510e-06	1.089592462392516704e-04	1.900742915012316970e-03
-3.874749930081812373e-06	1.095754252806262061e-04	1.904138033538866443e-03
-3.872749930138376236e-06	1.083351570088450923e-04	1.906037066419044058e-03
-3.870749930194940099e-06	1.089440068727896290e-04	1.907253215944929503e-03
-3.868749930251503962e-06	1.102081222865158871e-04	1.912155281234258122e-03
-3.866749930308067825e-06	1.074396622934695774e-04	1.911398184522937645e-03
-3.864749930364631688e-06	1.032119196661860180e-04	1.910411138664743196e-03
-3.862749930421195551e-06	1.010249676260919371e-04	1.910977122009821635e-03
-3.860749930477759414e-06	9.619724217938976994e-05	1.910951396799881723e-03
-3.858749930534323277e-06	9.542827944522245013e-05	1.911425066877141862e-03
-3.856749930590887140e-06	9.295192647287352867e-05	1.911183939600120257e-03
-3.854749930647451002e-06	9.196111249019143336e-05	1.911876628015292184e-03
-3.852749930704014865e-06	9.149831821626851821e-05	1.912737168598217709e-03
-3.850749930760578728e-06	9.022731474416036980e-05	1.913965937867010726e-03
-3.848749930817142591e-06	8.952836018078861040e-05	1.915482949393622347e-03
-3.846749930873706454e-06	8.752191748265264080e-05	1.917348945834094565e-03
-3.844749930930270317e-06	8.673138925545724692e-05	1.919386417575826270e-03
-3.842749930986834180e-06	8.586943311318205195e-05	1.921249054755370467e-03
-3.840749931043398043e-06	8.587453194790821919e-05	1.922584559816097743e-03
-3.838749931099961906e-06	8.776572784578824877e-05	1.924208434062570560e-03
-3.836749931156525769e-06	8.922069846573143592e-05	1.927221270916061949e-03
-3.834749931213089632e-06	9.067949816063782583e-05	1.926646068121163615e-03
-3.832749931269653495e-06	9.131316678903260214e-05	1.927470066139338068e-03
-3.830749931326217358e-06	9.488273548783662640e-05	1.926875056355434627e-03
-3.828749931382781221e-06	9.674173446505206447e-05	1.926347066890150015e-03
-3.826749931439345083e-06	9.760606401803363164e-05	1.923734242452006466e-03
-3.824749931495908946e-06	9.970677142135952748e-05	1.922772936387196190e-03
-3.822749931552472809e-06	1.033130264803213452e-04	1.921127040468293985e-03
-3.820749931609036672e-06	1.050768569890729218e-04	1.919867465731980990e-03
-3.818749931665600535e-06	1.093753397220919991e-04	1.917918607749788439e-03
-3.816749931722164398e-06	1.120155119145815838e-04	1.916346954225349539e-03
-3.814749931778728261e-06	1.154710394624083771e-04	1.913674380474134594e-03
-3.812749931835292124e-06	1.154255185676511547e-04	1.909998376337495012e-03
-3.810749931891855987e-06	1.155705016980712905e-04	1.911062966276914216e-03
-3.808749931948419850e-06	1.139997308637159600e-04	1.910182511052617611e-03
-3.806749932004983713e-06	1.114507008412955053e-04	1.908135492641299755e-03
-3.804749932061547576e-06	1.094325442436506400e-04	1.905773366439262326e-03
-3.802749932118111439e-06	1.057913883663577675e-04	1.902886447050384676e-03
-3.800749932174675301e-06	1.016850775017690673e-04	1.900938885202721690e-03
-3.798749932231239164e-06	9.943445737786165578e-05	1.899553621425873872e-03
-3.796749932287803027e-06	9.897471484052308352e-05	1.895953220965930800e-03
-3.794749932344366890e-06	1.005017093686478121e-04	1.892881878284901091e-03
-3.792749932400930753e-06	1.024693740126904584e-04	1.891360919296847763e-03
-3.790749932457494616e-06	1.067315220116476311e-04	1.890495814196595193e-03
-3.788749932514058479e-06	1.099953542005891941e-04	1.891342741866531164e-03
-3.786749932570622342e-06	1.145716867252990199e-04	1.892983819343849921e-03
-3.784749932627186205e-06	1.163927530889118079e-04	1.895059941486526480e-03
-3.782749932683750068e-06	1.198524595595674470e-04	1.898599212817270263e-03
-3.780749932740313931e-06	1.211344168471676600e-04	1.899486101963473181e-03
-3.778749932796877794e-06	1.225171684485659338e-04	1.900357105695986339e-03
-3.776749932853441657e-06	1.243865904416845700e-04	1.900265069326092767e-03
-3.774749932910005520e-06	1.250043464478056763e-04	1.898138961370994049e-03
-3.772749932966569382e-06	1.252963140344204307e-04	1.897655274761735327e-03
-3.770749933023133245e-06	1.225171274206001597e-04	1.897791196324981897e-03
